"dzielnica (S)","dni_wywozu (L)"
"pratnica","[    { ""M"" : {        ""dzien_tygodnia"" : { ""N"" : ""1"" },        ""typ"" : { ""S"" : ""makulatura"" },        ""wystapienie"" : { ""N"" : ""3"" }      }    },    { ""M"" : {        ""dzien_tygodnia"" : { ""N"" : ""2"" },        ""typ"" : { ""S"" : ""szklo"" },        ""wystapienie"" : { ""N"" : ""1"" }      }    },    { ""M"" : {        ""dzien_tygodnia"" : { ""N"" : ""2"" },        ""typ"" : { ""S"" : ""plastik"" },        ""wystapienie"" : { ""N"" : ""2"" }      }    },    { ""M"" : {        ""dzien_tygodnia"" : { ""N"" : ""1"" },        ""typ"" : { ""S"" : ""makulatura"" },        ""wystapienie"" : { ""N"" : ""1"" }      }    },    { ""M"" : {        ""dzien_tygodnia"" : { ""N"" : ""2"" },        ""typ"" : { ""S"" : ""plastik"" },        ""wystapienie"" : { ""N"" : ""4"" }      }    }  ]"
